Smiles,pChEMBL_Value
CCOC(=O)NC(Nc1ccc(OC)cc1)(C(F)(F)F)C(F)(F)F,4.05
CCOC(=O)NC(Nc1nnc(SCC)s1)(C(F)(F)F)C(F)(F)F,6.2
CCOC(=O)NC(Nc1sc2c(c1C(N)=O)CCCC2)(C(=O)OCC)C(F)(F)F,4.3
CCOC(=O)NC(c1ccccc1)C1CCCCC1=O,4.1
CCOC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccc2)C2=C1C(=O)CC(C)(C)C2,4.95
CCOC(=O)NC1(C(F)(F)F)C(=O)N(Cc2ccccn2)C2=C1C(=O)CC(C)(C)C2,5.85
CCOC(=O)NC1(C(F)(F)F)C(=O)NC(C)=C1C#N,5.55
CCOC(=O)NC1(C(F)(F)F)C(=O)NC(C)=C1C(=O)OC,4.25
CCOC(=O)NC1(C(F)(F)F)NC(=O)N(Cc2ccco2)C1=O,5.35
CCOC(=O)NC1(C(F)(F)F)NC(=O)N(c2ccc(C)c(C)c2)C1=O,4.05
CCOC(=O)NC1(C(F)(F)F)NC(=O)N(c2cccc(C(F)(F)F)c2)C1=O,3.95
CCOC(=O)NC1(Nc2ccc(C)cc2)Oc2ccccc2O1,6.2
CCOC(=O)NC1(Nc2ccc(Cl)cn2)Oc2ccccc2O1,5.6
CCOC(=O)NCC(C#CCN(CC)CC)N(CC)CC,4.05
CCOC(=O)NCCc1c(C)nc2c(c(C)nn2C(C)(C)C)c1C,5.9
CCOC(=O)NCc1ccc2[nH]c(C)cc2c1,4.3
CCOC(=O)NN=C1c2ccccc2-c2ccccc21,6.2
CCOC(=O)NS(=O)(=O)c1ccc(CCNC(=O)c2cc(C)on2)cc1,4.15
CCOC(=O)Nc1cc(C(=O)OC)cc(C(=O)OC)c1,3.95
CCOC(=O)Nc1cc(C(=O)OCC)c(C)nc1C,5.5
CCOC(=O)Nc1cc2c(cc1C(C)=O)OCO2,5.55
CCOC(=O)Nc1ccc(C)cc1C,4.35
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N.O=C(O)/C=C\C(=O)O,5.2
CCOC(=O)Nc1ccc(OC)c([N+](=O)[O-])c1,5.55
CCOC(=O)Nc1ccc(S(=O)(=O)Nc2nc(C)cc(C)n2)cc1,4.0
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,5.8
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(C)C)c1ccccc1CC2.Cl,4.5
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN)c1ccccc1CC2,5.05
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN1CCN3CCCC3C1)c1ccccc1CC2.Cl,3.95
CCOC(=O)Nc1ccc2c(c1)N(C(=O)OCCN(C)C)c1ccccc1CC2.Cl,5.6
CCOC(=O)Nc1ccc2c(c1)nc(CN1CCN(C(C)=O)CC1)n2C,6.15
CCOC(=O)Nc1ccc2c(c1)nc(CN1CCOCC1)n2C,6.2
CCOC(=O)Nc1ccccc1N1C(=O)c2ccccc2C1=O,6.05
CCOC(=O)Nc1nnc(-c2ccc(OC)c(OC)c2)s1,5.9
CCOC(=O)Nc1sc(C(=O)N(CC)CC)c(C)c1C(=O)OCC,5.15
CCOC(=O)[C@@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)N(c3ccc(C)cc3)C(=O)[C@@]12C,4.5
CCOC(=O)[C@@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)N(c3cccc(C)c3)C(=O)[C@@]12C,5.4
CCOC(=O)[C@@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)N(c3cccc(F)c3)C(=O)[C@@]12C,4.35
CCOC(=O)[C@@H]1[C@H]2COc3cc(OC)ccc3[C@H]2N2C(=O)N(c3cccc(Cl)c3)C(=O)[C@]12C,6.5
CCOC(=O)[C@@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)N(c3cccc(C)c3)C(=O)[C@]12C,4.2
CCOC(=O)[C@H](O)[C@@H](O)c1cccc([C@H](O)[C@@H](O)C(=O)OCC)c1,6.25
CCOC(=O)[C@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)N(c3ccc(Cl)cc3)C(=O)[C@@]12C,5.3
CCOC(=O)[C@H]1[C@H]2COc3cc(OC)ccc3[C@@H]2N2C(=O)N(c3cccc(Cl)c3)C(=O)[C@@]12C,4.0
CCOC(=O)[C@H]1[C@H]2COc3ccc(Cl)cc3[C@@H]2N2C(=O)c3ccc(Cl)cc3NC(=O)[C@@]12C,5.35
CCOC(=O)[C@H]1[C@H]2COc3ccc(OC)cc3[C@@H]2N2C(=O)c3cc(OC)ccc3NC(=O)[C@@]12C,4.05
CCOC(=O)[C@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)c3ccc(Cl)cc3NC(=O)[C@@]12C,4.75
CCOC(=O)[C@H]1[C@H]2COc3ccccc3[C@@H]2N2C(=O)c3ccccc3NC(=O)[C@@]12C,5.45
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,4.3
CCOC(=O)c1[nH]c(C)c(C(=O)N2CCN(C(=O)c3ccco3)CC2)c1C,5.05
CCOC(=O)c1[nH]c(C)c(C(=O)NC(C)(C)C)c1C,4.25
CCOC(=O)c1[nH]c(C)c(C(=O)NC)c1C,5.65
CCOC(=O)c1[nH]c(C)c(C(=O)NC2CCCC2)c1C,5.05
CCOC(=O)c1[nH]c(C)c(C(=O)NC2CCN(C(=O)OCC)CC2)c1C,4.25
CCOC(=O)c1[nH]c(C)c(C(=O)NCCC2=CCCCC2)c1C,4.0
CCOC(=O)c1[nH]c(C)c(C(=O)NCc2ccc(C)cc2)c1C,6.25
CCOC(=O)c1[nH]c(C)c(C(=O)NCc2ccc(Cl)cc2)c1C,6.15
CCOC(=O)c1[nH]c(C)c(C(=O)NCc2ccc(OC)cc2)c1C,4.6
CCOC(=O)c1[nH]c(C)c(C(=O)NCc2ccccn2)c1C,4.25
CCOC(=O)c1[nH]c(C)c(C(=O)NCc2cccnc2)c1C,4.0
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2ccc(C)c(Cl)c2)c1C,5.4
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2ccc(Cl)cc2)c1C,5.95
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2ccccc2C)c1C,4.35
CCOC(=O)c1[nH]c(C)c(C(=O)Nc2ccccc2F)c1C,5.4
CCOC(=O)c1[nH]c(C)c(C(=O)O)c1C,4.0
CCOC(=O)c1[nH]c(C)c(C(=O)OCC(=O)N2c3ccccc3CC2C)c1C,5.3
CCOC(=O)c1[nH]c(C)c(C(=O)OCCN2C(=O)c3ccccc3C2=O)c1C,5.2
CCOC(=O)c1[nH]c2c(c1-c1ccc(OC)cc1)C(=O)CC(c1ccc(OC)c(OC)c1)C2,3.95
CCOC(=O)c1[nH]c2c(c1-c1ccccc1)C(=O)CC(c1ccc(OC)c(OC)c1)C2,4.5
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(F)cc1)C2,5.05
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(N(C)C)cc1)C2,3.95
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(OC)c(OC)c1)C2,5.25
CCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2,5.55
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)CN(C)C1CCCCC1,5.0
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1NC(=O)CN1CCN(C)CC1,6.15
CCOC(=O)c1[nH]c2ccc(Cl)cc2c1N=NN1CCSCC1,5.3
CCOC(=O)c1[nH]c2ccc(F)cc2c1NC(=O)CN1CCc2cc(OC)c(OC)cc2C1,4.65
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)C(C)N1CCC2(CC1)OCCO2,5.35
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)C(C)N1CCSCC1,5.45
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CCN1CCN(Cc2ccccc2)CC1,4.3
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CN1CCN(c2ccccn2)CC1,4.55
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)CN1CCc2ccccc2C1,5.45
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)N1CCOCC1,3.95
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1ccc(OC)c(OC)c1,6.2
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1cccc(OC)c1,5.0
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)c1nonc1C,4.65
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NS(=O)(=O)c1ccc(Cl)s1,3.95
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NS(=O)(=O)c1ccc(OC)cc1OC,6.25
CCOC(=O)c1[nH]c2ccc(OCC)cc2c1CCCN1C(=O)c2ccccc2C1=O,4.3
CCOC(=O)c1[nH]c2ccccc2c1/N=C/N(CC)CC,6.15
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)C(C)(C)C,6.15
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)CC,6.4
CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1,3.95
CCOC(=O)c1[nH]cnc1C(=O)NC1CCCCC1,4.4
CCOC(=O)c1[nH]cnc1C(=O)Nc1ccccc1C,5.25
CCOC(=O)c1[nH]cnc1C(=O)Nc1ccncc1,5.85
CCOC(=O)c1[nH]ncc1CN1CCc2ccc(NC(=O)C3CCCO3)cc2C1,5.9
CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)C1CC=CCC1C(=O)O,4.6
CCOC(=O)c1c(-c2ccc(C)cc2C)csc1NC(=O)CSc1nnnn1C,4.0
CCOC(=O)c1c(-c2ccc(C)o2)csc1NC(=O)CN1CCN(CC)CC1,5.8
CCOC(=O)c1c(-c2ccc3ccccc3c2)csc1NC(=O)CCCC(=O)O,4.55
CCOC(=O)c1c(-c2cccc(OC)c2)nn2c(C)c(CCC(=O)O)c(C)nc12,6.2
CCOC(=O)c1c(-c2cccc([N+](=O)[O-])c2)cn2ccccc12,5.6
CCOC(=O)c1c(-c2cccc([N+](=O)[O-])c2)csc1NC(=O)C1CC1,4.0
CCOC(=O)c1c(-c2ccccc2)c2cc(OC)ccc2n1CCCN(C)C.Cl,4.9
CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nnc(C)s1,3.95
CCOC(=O)c1c(-c2ccccc2)csc1NC(=O)CSc1nnnn1C,5.85
CCOC(=O)c1c(-c2ccccc2)n[nH]c1N,6.2
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12,5.65
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCCC3)c12,4.5
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN3CCOCC3)c12,6.2
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)cc12,5.4
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OC(=O)N(C)C)cc12,6.15
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCC(N)=O)cc12,6.0
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCC(O)CN(C)C)cc12,5.1
CCOC(=O)c1c(-c2ccco2)csc1N,4.35
CCOC(=O)c1c(-c2cccs2)csc1NC(=O)CN(CC)CC,4.5
CCOC(=O)c1c(-c2cccs2)csc1NC(=O)c1ccco1,4.5
CCOC(=O)c1c(/N=C/N(C)C)sc(C)c1C,6.5
CCOC(=O)c1c(/N=C/c2cc(C)ccc2O)sc2c1CCC2,4.0
CCOC(=O)c1c(C(C)(C)C)oc2ccc(OCC#N)cc12,4.35
CCOC(=O)c1c(C(F)(F)F)nc2ncccn12,6.15
CCOC(=O)c1c(C)[nH]c(C(=O)CN2C(=O)NC(C)(C)C2=O)c1C,5.8
CCOC(=O)c1c(C)[nH]c(C(=O)CN2C(=O)NC(C)(c3ccc4ccccc4c3)C2=O)c1C,4.65
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)C2(C)CC2(Cl)Cl)c1C,4.4
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)C2CC(=O)N(Cc3ccccc3)C2)c1C,4.0
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)C2CC2)c1C,5.55
CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)c2cnc(C)cn2)c1C,4.1
CCOC(=O)c1c(C)[nH]c(C(=O)CSc2ccccc2)c1C,4.25
CCOC(=O)c1c(C)[nH]c(C(=O)CSc2nnc(CC(C)c3ccccc3)o2)c1C,4.0
CCOC(=O)c1c(C)[nH]c(C(=O)Cn2nnc(-c3ccc(Cl)cc3)n2)c1C,5.55
CCOC(=O)c1c(C)[nH]c(C(=O)NCCc2ccc(OC)c(OC)c2)c1C,5.2
CCOC(=O)c1c(C)[nH]c(C(=O)Nc2ccc(NC(C)=O)cc2)c1C,4.55
CCOC(=O)c1c(C)[nH]c(C(=O)OC(C)C(=O)NCc2ccccc2)c1C,4.25
CCOC(=O)c1c(C)[nH]c(C(=O)OC/C(O)=C(\C#N)c2nc3ccccc3[nH]2)c1C,6.2
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N2CCN(S(=O)(=O)c3ccccc3)CC2)c1C,3.95
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N2CCc3ccccc32)c1C,5.3
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N2c3ccccc3CC2C)c1C,4.25
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)Nc2cc(C)c(Cl)cc2OC)c1C,4.55
CCOC(=O)c1c(C)[nH]c(C(=O)OCc2ccccc2F)c1C,4.05
CCOC(=O)c1c(C)[nH]c(C(=O)OCc2csc(CC(=O)Nc3ccccc3C)n2)c1C,5.05
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CN1C(=O)NC2(CCCCCC2)C1=O,6.2
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)CNC(=O)c1ccc(OCC)cc1,4.65
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)COc1ccc(Cl)c(C)c1,3.95
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1cc2ccccc2cc1OC,5.35
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1ccc(OC)c(OC)c1,4.0
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)COC(=O)c1cccc(S(=O)(=O)N(CC)CC)c1,6.25
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1,6.2
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nncs1,4.4
CCOC(=O)c1c(C)[nH]c(C)c1C(=O)CSc1nnnn1-c1ccccc1,4.3
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)NCc1ccc(C)cc1,5.65
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)NCc1ccc(F)cc1,4.8
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N(C)CC(=O)Nc1cccc(F)c1,6.2
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)NC(CC)CN1CCOCC1,5.3
CCOC(=O)c1c(C)[nH]c(NC(=O)N2CCOCC2)c1C,6.55
CCOC(=O)c1c(C)[nH]c2ccc(O)cc12,4.0
CCOC(=O)c1c(C)c(-c2ccccc2)n(CC(=O)N2CCCC2)c1C,4.75
CCOC(=O)c1c(C)c(-c2ccccc2)n(CC(=O)NCCC(C)C)c1C,5.25
CCOC(=O)c1c(C)c(C#N)c2c3ccccc3ccn12,4.8
CCOC(=O)c1c(C)c(C(=O)NC(C)COC)c(C)n1C,4.75
CCOC(=O)c1c(C)c(C(=O)NC2CCCCCC2)c(C)n1C,5.1
CCOC(=O)c1c(C)c(C(=O)NCC2CCCO2)c(C)n1C,4.05
CCOC(=O)c1c(C)c(C(=O)NCCN2CCOCC2)c(C)n1C,4.2
CCOC(=O)c1c(C)c(C(=O)NCc2ccc3c(c2)OCO3)c(C)n1C,4.75
CCOC(=O)c1c(C)c(C(=O)NCc2ccc3c(c2)OCO3)c(C)n1CC,6.5
CCOC(=O)c1c(C)c(C(=O)NCc2ccco2)c(C)n1Cc1ccccc1,4.7
CCOC(=O)c1c(C)c(C(=O)O)n(C)c1C,6.2
CCOC(=O)c1c(C)n(C)c2ccc(O)c(CN3CCCCC3)c12,5.85
CCOC(=O)c1c(C)n(C)c2ccc(O)c(CN3CCN(C)CC3)c12,4.2
CCOC(=O)c1c(C)n(C)c2ccc(OC(=O)c3ccc([N+](=O)[O-])cc3)cc12,4.0
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CCN3CCSCC3)c12,6.1
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)CN3CCC4(CC3)OCCO4)c12,4.0
CCOC(=O)c1c(C)n(C)c2ccc(OCC(N)=O)cc12,4.3
CCOC(=O)c1c(C)n(C)c2ccc(OCC(O)CN(CC)CC)cc12.Cl,5.3
CCOC(=O)c1c(C)n(C)c2ccc(OCC(O)CN3CCC(C)CC3)cc12.Cl,5.5
CCOC(=O)c1c(C)n(C)c2ccc(OCC(O)CN3CCCCCC3)cc12.Cl,5.25
CCOC(=O)c1c(C)n(C)c2ccc(OCC(O)CN3CCN(C)CC3)cc12.Cl,5.95
CCOC(=O)c1c(C)n(C)c2ccc(OCC(O)Cn3c(C)nc4ccccc43)cc12,4.1
CCOC(=O)c1c(C)n(CCOC)c2ccc(O)cc12,4.45
CCOC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCC(O)Cn3nc(C)nc3C)cc12,5.3
CCOC(=O)c1c(C)n(Cc2ccco2)c2ccc(OC)cc12,6.25
CCOC(=O)c1c(C)n(OC)c2ccc3c(no[n+]3[O-])c12,5.6
CCOC(=O)c1c(C)n[nH]c1NCc1ccccc1,4.0
CCOC(=O)c1c(C)nc(-c2ccccc2)nc1N,6.2
CCOC(=O)c1c(C)nc2c(c(SC)nn2-c2ccccc2)c1N,6.1
CCOC(=O)c1c(C)nc2ccccc2c1-c1ccccc1.Cl,5.35
CCOC(=O)c1c(C)nc2sccn12,5.85
CCOC(=O)c1c(C)nn(Cc2ccccc2)c1N,6.2
CCOC(=O)c1c(C)nn(S(=O)(=O)c2ccc(C)cc2)c1NCc1ccccc1,4.3
CCOC(=O)c1c(C)nn(S(=O)(=O)c2ccccc2)c1NCc1ccccc1,4.05
CCOC(=O)c1c(C)noc1CP(=O)(c1ccccc1)c1ccccc1,4.3
CCOC(=O)c1c(C)oc2c1c(C(c1cccnc1)N1CCN(C)CC1)c(O)c1ccccc12,6.05
CCOC(=O)c1c(C)oc2ccc(OCC(=O)C(C)(C)C)cc12,4.5
CCOC(=O)c1c(C)sc2c1N(C(=O)CN1CCOCC1)c1cc(Cl)ccc1S2,5.55
CCOC(=O)c1c(C2CC2)csc1NC(=O)COC(=O)c1cc(OC)c(OC)cc1[N+](=O)[O-],6.25
CCOC(=O)c1c(C2CC2)csc1NC(=O)COC(=O)c1ccc[n+]([O-])c1,4.45
CCOC(=O)c1c(C2COc3ccccc3O2)csc1N,5.3
CCOC(=O)c1c(CC(C)C)csc1NC(=O)COC(=O)c1ccc(O)cc1,6.2
CCOC(=O)c1c(CN2CCCCC2)n(C)c2ccc(OC)c(S(=O)(=O)c3ccccc3)c12,6.1
CCOC(=O)c1c(CN2CCN(C)CC2)oc2ccc(OC)cc12.Cl,6.2
CCOC(=O)c1c(CN2CCOCC2)oc2ccc(OC(C)=O)cc12,5.8
CCOC(=O)c1c(N)n(-c2ccc(N)cc2)c2nc3ccccc3nc12,4.3
CCOC(=O)c1c(N)n(C2CC(C)(C)NC(C)(C)C2)c2nc3ccccc3nc12,4.55
CCOC(=O)c1c(N)n(CCN2CCOCC2)c2nc3ccccc3nc12,4.45
CCOC(=O)c1c(N)n(Cc2ccco2)c2nc3ccccc3nc12,3.95
CCOC(=O)c1c(N)sc(C(=O)N2CCOCC2)c1C,4.25
CCOC(=O)c1c(N)sc(C(=O)OCCOC)c1C,5.4
CCOC(=O)c1c(N)sc(C(O)(C(F)(F)F)C(F)(F)F)c1-c1ccc(OC)cc1OC,5.9
CCOC(=O)c1c(N)sc2c1C1CCN2CC1.Cl,4.0
CCOC(=O)c1c(N)sc2c1CCC(CC)C2,4.4
CCOC(=O)c1c(N)sc2c1CCN(CCc1ccccc1)C2,6.0
CCOC(=O)c1c(N)sn(-c2ccccc2C)c1=S,6.1
CCOC(=O)c1c(N/C=C2/C(=O)NC(=O)N(c3cccc(C)c3)C2=O)sc2c1CCCC2,5.5
CCOC(=O)c1c(N/C=C2\C(=O)NC(=S)N(c3ccccc3F)C2=O)sc2c1CCCC2,4.6
CCOC(=O)c1c(NC(=O)/C=C/c2ccco2)sc(C)c1C,4.3
CCOC(=O)c1c(NC(=O)C2=COCCO2)sc2c1CCN(C(=O)OC)C2,5.25
CCOC(=O)c1c(NC(=O)C2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)sc2c1CCCC2,4.35
CCOC(=O)c1c(NC(=O)CC(C)C)sc(C(C)=O)c1C,4.05
CCOC(=O)c1c(NC(=O)CC)sc(C(C)=O)c1C,5.5
CCOC(=O)c1c(NC(=O)CC2Nc3ccccc3NC2=O)sc(C)c1C,6.25
CCOC(=O)c1c(NC(=O)CC2SC(N)=NC2=O)sc2c1CCC(C)C2,3.95
CCOC(=O)c1c(NC(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)sc(C)c1C,4.3
CCOC(=O)c1c(NC(=O)CN2C(=O)NC3(CCC(C)CC3)C2=O)sc(C)c1CC,4.35
CCOC(=O)c1c(NC(=O)CN2C(=O)NC3(CCCCC3C)C2=O)sc(C)c1CC,4.9
CCOC(=O)c1c(NC(=O)CN2CCCc3ccccc32)sc(C)c1CC,4.1
CCOC(=O)c1c(NC(=O)CN2CCN(C(=O)c3ccco3)CC2)sc2c1CCCC2,4.05
CCOC(=O)c1c(NC(=O)CNCCO)sc(C)c1C,5.3
CCOC(=O)c1c(NC(=O)COC(=O)C2CCC2)sc(C(=O)N(C)C)c1C,4.55
CCOC(=O)c1c(NC(=O)COC(=O)c2ccccc2NC)sc(C(=O)N(C)C)c1C,4.5
CCOC(=O)c1c(NC(=O)COC(=O)c2nccnc2N)sc(C(=O)N(C)C)c1C,6.2
CCOC(=O)c1c(NC(=O)CSc2c[nH]c3ccccc23)sc2c1CCC2,6.2
CCOC(=O)c1c(NC(=O)CSc2n[nH]c(N)n2)sc(CC)c1C,4.4
CCOC(=O)c1c(NC(=O)CSc2n[nH]c3c4cc(F)ccc4nc-3n2)sc(C(C)=O)c1C,4.25
CCOC(=O)c1c(NC(=O)CSc2nc(C)cc(C)c2C#N)sc(C(C)=O)c1C,4.65
CCOC(=O)c1c(NC(=O)CSc2nc3ccccc3[nH]2)sc2c1CC(C)(C)NC2(C)C,4.05
CCOC(=O)c1c(NC(=O)CSc2nc3ccccc3o2)sc(C)c1C,4.05
CCOC(=O)c1c(NC(=O)CSc2nc[nH]n2)sc(C(=O)NC)c1C,6.05
CCOC(=O)c1c(NC(=O)CSc2nccn2C)sc(C(=O)NC)c1C,5.25
CCOC(=O)c1c(NC(=O)CSc2ncnc3ccccc23)sc(C(C)=O)c1C,5.25
CCOC(=O)c1c(NC(=O)CSc2nnc(-c3cccnc3)o2)sc(C)c1C,4.35
CCOC(=O)c1c(NC(=O)CSc2nnc(-c3cccnc3)o2)sc2c1CCC2,4.75
CCOC(=O)c1c(NC(=O)CSc2nnc(C)s2)sc2c1CCC(CC)C2,4.15
CCOC(=O)c1c(NC(=O)CSc2nnc(CNc3ccc(C)cc3C)o2)sc(C)c1C,4.0
CCOC(=O)c1c(NC(=O)CSc2nnc(CNc3ccc(F)cc3)o2)sc(C)c1C,4.1
CCOC(=O)c1c(NC(=O)CSc2nnc(Cc3ccccc3)o2)sc(C)c1C,4.55
CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1-c1ccc(C)cc1,6.5
CCOC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CC(C)(C)NC2(C)C,6.25
CCOC(=O)c1c(NC(=O)Cc2ccccc2)sc2c1CCN(CC)C2.Cl,4.65
CCOC(=O)c1c(NC(=O)Cc2cccs2)sc(C(=O)N2CCCCC2)c1C,5.5
CCOC(=O)c1c(NC(=O)Cn2c(C)nc3ccccc32)sc2c1CCC2,5.35
CCOC(=O)c1c(NC(=O)Cn2cnc([N+](=O)[O-])n2)sc2c1CCCC2,5.3
CCOC(=O)c1c(NC(=O)Cn2nnc(-c3ccccc3)n2)sc(C(C)=O)c1C,6.15
CCOC(=O)c1c(NC(=O)Cn2nnc(-c3ccccc3Cl)n2)sc(C)c1C,4.6
CCOC(=O)c1c(NC(=O)c2c(C)noc2C)sc2c1CCCCC2,3.95
CCOC(=O)c1c(NC(=O)c2cc(-c3ccc(O)cc3)on2)sc(C(C)=O)c1C,3.95
CCOC(=O)c1c(NC(=O)c2cc(-c3cccc(O)c3)on2)sc(C(C)=O)c1C,3.95
CCOC(=O)c1c(NC(=O)c2cc(CC(C)C)on2)sc(C(C)=O)c1C,5.8
CCOC(=O)c1c(NC(=O)c2ccccc2N(C)S(=O)(=O)c2ccccc2)sc2c1CCCC2,4.4
CCOC(=O)c1c(NC(=O)c2cccs2)sc(C)c1CC,4.4
CCOC(=O)c1c(NC(C)=O)sc2c(O)c(CN3CCN(CC)CC3)ccc12,4.55
CCOC(=O)c1c(NC(C)=O)sc2c(OC)cccc12,6.2
CCOC(=O)c1c(NC2=NS(=O)(=O)c3ccccc32)sc2c1CCC(C)C2,3.95
CCOC(=O)c1c(NS(C)(=O)=O)sc2c1CCC(C)C2,4.0
CCOC(=O)c1c(O)nc2ccc(Cl)c3c2c1-c1ccccc1C3=O,4.4
CCOC(=O)c1c(O)nc2ccccc2c1NCc1ccc2c(c1)OCO2,4.55
CCOC(=O)c1c(S(=O)(=O)N2CCCCCC2)c(C)n(C)c1C,4.35
CCOC(=O)c1c(S(=O)(=O)N2c3ccccc3CC2C)c(C)n(C)c1C,5.0
CCOC(=O)c1c(S(=O)(=O)NCC2CCN(Cc3cccc(F)c3)CC2)c(C)n(C)c1C,5.15
CCOC(=O)c1c(S(=O)(=O)NCCc2ccc(OC)c(OC)c2)c(C)n(C)c1C,4.4
CCOC(=O)c1c(S(=O)(=O)NCCc2ccccc2)c(C)n(C)c1C,5.3
CCOC(=O)c1c(S(=O)(=O)NCCc2ccco2)c(C)n(C)c1C,5.0
CCOC(=O)c1c(S(=O)(=O)Nc2ccc(C)c(F)c2)c(C)n(C)c1C,6.15
CCOC(=O)c1c(S(=O)(=O)Nc2ccc(F)cc2Cl)c(C)n(C)c1C,5.05
CCOC(=O)c1c(S(=O)(=O)Nc2ccccn2)c(C)n(C)c1C,5.25
CCOC(=O)c1c2ccc(OCC(=O)N/N=C/c3ccccc3C(F)(F)F)cc2n2ccccc12,4.4
CCOC(=O)c1c2n(c3c(NCc4ccccc4)ncnc13)CCCC2,8.05
CCOC(=O)c1c2n(c3ccc(O)cc13)CCC2,5.05
CCOC(=O)c1cc(-c2ccc(C)cc2)n(CCC(=O)N2CCN(c3ccccn3)CC2)c1C,4.4
CCOC(=O)c1cc(-c2ccc(C)cc2)nc2nc(SC)nc(O)c12,5.3
