SMILES,NAME,FILTER,MW,LogP,HBD,HBA,TPSA,Rot
O=C1CCSc2ccc(S(=O)(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2N1,MOL0105,OK,436.86400000000003,4.593900000000002,2,4,75.27,3
CC(C)CN(CCCNC(=O)Cn1ncc2c3ccccc3n(C)c2c1=O)CC(C)C,MOL0106,Filter82_pyridinium > 0,425.5770000000002,3.0085000000000015,1,6,72.16,10
CCc1ccccc1NC(=O)C1=CC(c2ccc3c(c2)OCO3)=NS(=O)(=O)N1C,MOL0107,OK,413.45500000000015,2.4796000000000005,1,5,97.3,4
CCc1nn(CC(=O)Nc2ccc(C)cc2C)c(=O)c2cc3sccc3n12,MOL0108,Filter82_pyridinium > 0,380.47300000000007,3.528640000000003,1,6,68.4,4
CCCCN(CC)C(=O)C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1,MOL0109,OK,398.5550000000003,3.4177000000000026,0,6,67.15,6
CCNc1nc(NC(C)(C)C)nc(Oc2ccc(=O)n(C)n2)n1,MOL0110,Filter82_pyridinium > 0,319.369,1.3997999999999995,2,9,106.85000000000002,5
Cc1ccc(S(=O)(=O)N2CCN(Cc3cc(=O)n4nc(-c5ccccc5Cl)sc4n3)CC2)cc1,MOL0111,OK,516.0480000000002,3.2863200000000017,0,8,87.88000000000001,5
CSc1ccc(CCNC(=O)Cn2ncn3c(cc4ccccc43)c2=O)cc1,MOL0112,Filter82_pyridinium > 0,392.4840000000001,2.7300000000000004,1,6,68.4,6
COc1ccc(NC(=O)[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]23)c(OC)c1,MOL0113,OK,409.4350000000002,2.0387999999999993,1,8,93.71000000000002,4
O=C(NCC(c1cccnc1)N1CCN(Cc2ccccc2)CC1)C(=O)Nc1ccc(F)cc1,MOL0114,Filter41_12_dicarbonyl > 0,461.5410000000001,2.8345000000000002,2,5,77.57000000000001,7
CC(=O)c1cccc(NC(=O)Cc2noc3ccccc23)c1,MOL0115,OK,294.31,3.2116000000000016,1,4,72.2,4
CCN(CCCNC(=O)c1cc2cc3cc(OC)ccc3nc2s1)c1cccc(C)c1,MOL0116,OK,433.57700000000017,5.412920000000005,1,5,54.46000000000001,8
O=C(NCCc1ccccc1)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1,MOL0117,OK,406.50700000000006,3.4105000000000025,1,3,66.48,6
O=S(=O)(Nc1ccc(-c2ccc(N3CCCC3)nn2)cc1)c1ccc(Br)cc1,MOL0118,Filter9_metal > 0,459.369,4.307100000000004,1,5,75.19,5
O=C(/C=C/c1cn(CC(O)CN2CCCCCC2)c2ccccc12)c1ccc(Br)cc1,MOL0119,Filter9_metal > 0,481.434,5.536800000000006,1,4,45.470000000000006,7
CCc1nn(CC(=O)N2CCCCC2)c(=O)c2cc3sccc3n12,MOL0120,Filter82_pyridinium > 0,344.44,2.2856000000000005,0,6,59.61,3
CCOC(=O)c1c(C)oc2ncnc(N3CCN(c4cccc(Cl)c4)CC3)c12,MOL0121,OK,400.86600000000016,3.6879200000000028,0,7,71.69999999999999,4
COc1ccc(-c2nc3n(n2)C(c2ccccc2F)C(C(=O)Nc2cccnc2)=C(C)N3)cc1OC,MOL0122,OK,486.50700000000023,4.424000000000002,2,8,103.19,6
Cc1cc(=O)n2nc(N3CCC(C(=O)Nc4ccc(C(C)C)cc4)CC3)sc2n1,MOL0123,OK,411.53100000000023,3.437920000000002,1,7,79.60000000000001,4
COc1ccc(-c2cn3c(n2)sc2cc(C(=O)Nc4ccc(F)cc4Cl)ccc23)cc1,MOL0124,OK,451.91000000000014,6.269400000000003,1,5,55.63,4
COc1ccc(-n2c3c(cc(-c4nc(-c5ccc(C)cc5)cs4)c2=O)C(=O)CC(C)(C)C3)cc1,MOL0125,OK,470.5940000000003,6.100120000000005,0,6,61.190000000000005,4
O=C(Nc1cccc(Cl)c1Cl)c1ccc2c(c1)N(Cc1cccc(Cl)c1)C(=O)c1ccccc1S2(=O)=O,MOL0126,OK,571.8690000000001,6.892300000000006,1,4,83.55000000000001,4
COc1ccc(Cl)cc1NC(=O)c1sc2nc3c(cc2c1N)CN(C)CC3,MOL0127,OK,402.90700000000027,3.780700000000002,2,6,80.47999999999999,3
COc1ccc(-c2noc(COc3cc(C)c(Br)c(C)c3)n2)cc1OC,MOL0128,Filter9_metal > 0,419.2750000000001,4.712140000000004,0,6,66.61000000000001,6
Cc1cc(C)cc(Nc2ncnc3c2nc2n3CCCC2)c1,MOL0129,OK,293.374,3.5230400000000017,1,5,55.63,2
Cc1oc2ncnc(N3CCCCC3)c2c1C(=O)NCC1CCN(Cc2ccccc2F)CC1,MOL0130,OK,465.5730000000002,4.302620000000004,1,6,74.5,6
Cc1ccc(C(=O)N/C(=C\c2cn(S(=O)(=O)N(C)C)c3ccccc23)C(=O)NCCCn2ccnc2)cc1,MOL0131,OK,534.6420000000004,2.7781200000000004,2,7,118.33,10
COc1ccc(NC(=O)CCc2nnc3n(Cc4ccccc4Cl)c(=O)c4ccccc4n23)cc1,MOL0132,Filter82_pyridinium > 0,487.9470000000001,4.325800000000003,1,7,90.51999999999998,7
Cc1ccc(NC(=O)CN(C)S(=O)(=O)c2ccc3nc(C)sc3c2)c(C)c1,MOL0133,OK,403.52900000000017,3.4807600000000027,1,5,79.37,5
O=C(c1ccc(F)cc1F)N1CCC(c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)CC1,MOL0134,OK,502.54300000000035,3.8191000000000033,0,6,96.61,5
COc1cc(NC(=O)Cn2nnnc2-c2ccccc2F)cc(OC)c1OC,MOL0135,OK,387.37100000000015,2.1437,1,8,100.39,7
CCN1CCN(C(=O)c2cnn(-c3ccc(F)cc3)c2-n2cccc2)CC1,MOL0136,OK,367.42800000000017,2.5798000000000005,0,5,46.3,4
CCCCCSc1nnc(-c2ccc(Br)cc2)o1,MOL0137,Filter9_metal > 0,327.24700000000007,4.781400000000003,0,4,38.92,6
COc1cccc(Cn2c(=O)n(-c3cccc(Cl)c3)c(=O)c3c4c(sc32)CN(C(C)=O)CC4)c1,MOL0138,Filter82_pyridinium > 0,495.9880000000004,3.828800000000003,0,7,73.53999999999999,4
CCN(CC)c1ccc(CNCCCSc2nnnn2C)cc1,MOL0139,OK,334.493,2.3283000000000005,1,7,58.87,10
COc1ccc(NC(=O)c2ccco2)cc1NC(=O)c1cc(Cl)ccc1OC,MOL0140,OK,400.8180000000002,4.454800000000003,2,5,89.8,6
COc1ccc(CNS(=O)(=O)c2cc(C(=O)Nc3cc(Cl)cc(Cl)c3)ccc2F)cc1,MOL0141,OK,483.3480000000002,4.871900000000003,2,4,84.5,7
CCCc1nc2nc(C)c(NS(=O)(=O)c3ccc(CC(C)C)cc3)c(O)n2n1,MOL0142,OK,403.50800000000015,3.090120000000002,2,7,109.48,7
O=C(O)c1c2c(nc3ccc(S(=O)(=O)N4CCC(C(=O)NCc5ccc(Cl)cc5)CC4)cc13)CCCC2,MOL0143,OK,542.0570000000001,4.182300000000003,2,5,116.66999999999999,6
COc1ccc(OC)c(CNC(=O)Nc2cn(CC(C)C)c(=O)c3ccccc23)c1,MOL0144,Filter82_pyridinium > 0,409.48600000000016,3.996400000000003,2,5,81.59,7
Cc1ccc(N(C)S(=O)(=O)c2c(-c3ccccc3)csc2C(=O)O)cc1,MOL0145,OK,387.4820000000001,4.246820000000003,1,4,74.68,5
Cc1cc(C)cc(NC(=O)Nc2cccs2)c1,MOL0146,OK,246.33500000000004,4.008940000000002,2,2,41.13,2
CCCCNc1sc(S(=O)(=O)CC)nc1S(=O)(=O)c1ccc(C)cc1,MOL0147,OK,402.5630000000001,3.289920000000002,1,7,93.19999999999999,8
Cc1cccc(N2CCN(Cc3nnc(-c4ccccc4C)o3)CC2C)c1,MOL0148,OK,362.47700000000015,4.064140000000004,0,5,45.400000000000006,4
Cc1ccc(-n2c([O-])nc(-[n+]3ccccc3)c2C=O)cc1,MOL0149,Filter38_aldehyde > 0,279.29900000000004,1.3435199999999998,0,4,61.83,3
COCc1cc(C)nc2sc3c(=O)n(-c4cc(C)ccc4C)nnc3c12,MOL0150,OK,366.4460000000001,3.462060000000002,0,7,69.9,3
CCOc1ccc(CCNC(=O)c2c(C)oc3ncn(CC(C)C)c(=O)c23)cc1OCC,MOL0151,Filter82_pyridinium > 0,441.52800000000025,3.7238200000000026,1,7,95.58999999999999,10
CSc1ccc(CCNC(=O)CCc2c(C)nc3cc(-c4ccccc4)nn3c2C)cc1,MOL0152,OK,444.6040000000001,5.026540000000004,1,5,59.290000000000006,8
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,MOL0153,OK,531.4399999999999,4.205800000000003,0,7,69.06,7
CCCN1CCN(c2cc3c(cc2F)c(=O)c(S(=O)(=O)c2ccc(Cl)cc2)cn3C)CC1,MOL0154,Filter82_pyridinium > 0,477.98900000000015,3.695800000000003,0,6,62.620000000000005,5
