Smiles,pChEMBL_Value
CCOC(=O)c1cc(-c2ccc(C)cc2)n(CC(=O)Nc2ccccc2F)c1C,5.45
CCOC(=O)c1cc(-c2ccc(C)cc2)n(CCC(=O)NCc2ccccc2)c1C,5.9
CCOC(=O)c1cc(-c2ccccc2)n(CC(=O)Nc2ccc(OC)cc2OC)c1C,5.0
CCOC(=O)c1cc(C)n(CC2CCC(C(=O)Nc3cc(OC)cc(OC)c3)CC2)c1C,4.0
CCOC(=O)c1cc(C)n(CC2CCC(C(=O)Nc3ccc(OC)cc3)CC2)c1C,4.0
CCOC(=O)c1cc(C)n(CC2CCC(C(=O)Nc3ccccc3OC)CC2)c1C,3.95
CCOC(=O)c1cc(NC(=O)c2ccc(C)cc2)c(=O)n2c1oc1ccc(Cl)cc12,4.0
CCOC(=O)c1cc(NC(=O)c2ccc(OC)cc2)c(=O)n2c1oc1ccc(Cl)cc12,4.0
CCOC(=O)c1cc(NC(=O)c2ccccc2)c(=O)n2c1oc1ccc(Cl)cc12,5.35
CCOC(=O)c1cc(OC(=O)c2cc(OC)c(OC)c(OC)c2)n(-c2ccccc2)n1,4.05
CCOC(=O)c1cc(OC(=O)c2ccc(C)cc2)n(-c2ccccc2)n1,4.0
CCOC(=O)c1cc(OC(=O)c2ccc(OC)c(OC)c2)n(-c2ccccc2)n1,4.2
CCOC(=O)c1cc(OC(=O)c2cccc(C)c2)n(-c2ccccc2)n1,6.0
CCOC(=O)c1cc(OC(=O)c2ccccc2C)n(-c2ccccc2)n1,3.95
CCOC(=O)c1cc(OC(=O)c2ccccc2OC)n(-c2ccccc2)n1,6.15
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3cc(C)ccc3C)CC2)n[nH]1,4.1
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3ccc(C)cc3C)CC2)n[nH]1,4.2
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)n[nH]1,6.2
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3cccc(C)c3)C(C)C2)n[nH]1,4.3
CCOC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3F)CC2)n[nH]1,6.45
CCOC(=O)c1cc(S(=O)(=O)NCc2ccc(C)cc2)n[nH]1,4.25
CCOC(=O)c1cc(S(=O)(=O)NCc2ccc(OC)cc2)n[nH]1,4.15
CCOC(=O)c1cc(S(=O)(=O)NCc2ccccc2)n[nH]1,4.3
CCOC(=O)c1cc(S(=O)(=O)Nc2cc(C)c(Cl)cc2OC)n[nH]1,4.0
CCOC(=O)c1cc(S(=O)(=O)Nc2cc(F)ccc2C)n[nH]1,4.25
CCOC(=O)c1cc(S(=O)(=O)Nc2ccc(C)cc2Cl)n[nH]1,5.7
CCOC(=O)c1cc(S(=O)(=O)Nc2ccc(OC)c(Cl)c2)n[nH]1,4.5
CCOC(=O)c1ccc(/N=C2/SC(C(=O)Nc3ccccc3)CC(=O)N2C)cc1,5.9
CCOC(=O)c1ccc(NC(=O)C(CC)Sc2nnc3c4ccccc4n(C)c3n2)cc1,4.4
CCOC(=O)c1ccc(NC(=O)C2CC(=O)N(c3ccc(C(C)C)cc3)C2)cc1,6.2
CCOC(=O)c1ccc(NC(=O)C2CC(=O)N=C(Nc3ccc(C)c(C)c3)S2)cc1,5.95
CCOC(=O)c1ccc(NC(=O)CC(C)n2nc(C)cc2C)cc1,6.05
CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(C)c3)C(=O)N2CCOC)cc1,5.65
CCOC(=O)c1ccc(NC(=O)CC2C(=O)N(c3cccc(OC)c3)C(=O)N2C2CCCCC2)cc1,5.5
CCOC(=O)c1ccc(NC(=O)CCS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1,5.3
CCOC(=O)c1ccc(NC(=O)CN2C(=O)c3cccnc3Sc3ccccc32)cc1,5.3
CCOC(=O)c1ccc(NC(=O)CSc2nc3cc4ccccc4cc3[nH]2)cc1,4.0
CCOC(=O)c1ccc(NC(=O)N2CCOc3ccccc32)cc1,7.1
CCOC(=O)c1ccc(NC(=O)NCCOCCn2c(=O)oc3ccccc32)cc1,3.6
CCOC(=O)c1ccc(NC(=O)c2ccc(CN3C(=O)CCn4nc(C)cc43)cc2)cc1,4.0
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)CCN3S(=O)(=O)c2ccc(Cl)cc2)cc1,4.4
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)NC(=O)c2ccccc2S3)cc1,6.0
CCOC(=O)c1ccc(NC(=O)c2cccc3c(=O)c4c([nH]c23)CCCC4)cc1,4.55
CCOC(=O)c1ccc(NC(=O)c2cn(-c3ccccc3)nc2-c2ccc(OC)c(OC)c2)cc1,6.2
CCOC(=O)c1ccc(NC(=O)c2csc3c2CCCC3)cc1,6.2
CCOC(=O)c1ccc(NC(=O)c2csc3c2CCCCC3)cc1,4.7
CCOC(=O)c1ccc(NC(=O)c2csnn2)cc1,5.55
CCOC(=O)c1ccc(NC(=O)c2nc(SC(C)C)ncc2Cl)cc1,4.25
CCOC(=O)c1ccc(NC(=O)c2nn(C)c3c2COc2ccccc2-3)cc1,4.55
CCOC(=O)c1ccc(NC(=O)c2noc3c2CCCC3)cc1,5.4
CCOC(=O)c1ccc(NP(C)(=O)Oc2ccc(F)cc2)cc1,4.0
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)CCN3C(=O)CC)cc1,6.2
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)cc1,4.0
CCOC(=O)c1ccc(Nc2nc3ccccc3n3c(C)nnc23)cc1,6.45
CCOC(=O)c1ccc2c(c1)sc1nc(-c3ccc(OCC)cc3)cn12,5.05
CCOC(=O)c1cccc(NC(=O)C2(S(=O)(=O)c3ccc(C)cc3)CC2)c1,5.8
CCOC(=O)c1cccc(NC(=O)C2CCN(S(=O)(=O)c3ccc4c(c3)oc(=O)n4C)CC2)c1,5.05
CCOC(=O)c1cccc(NC(=O)C2CCN(S(=O)(=O)c3cn(C)cn3)CC2)c1,4.4
CCOC(=O)c1cccc(NC(=O)C2CCN(c3nnc(C)c4c(C)n(-c5ccccc5)nc34)CC2)c1,4.0
CCOC(=O)c1cccc(NC(=O)CC(c2ccc(F)cc2)N2Cc3ccccc3C2=O)c1,3.95
CCOC(=O)c1cccc(NC(=O)CCCn2c(C)c3cnn(-c4ccccc4)c(=O)c3c2C)c1,6.15
CCOC(=O)c1cccc(NC(=O)CCc2c(C)nc3c4cccnc4nn3c2C)c1,5.55
CCOC(=O)c1cccc(NC(=O)CCn2c(=O)oc3ccccc32)c1,5.35
CCOC(=O)c1cccc(NC(=O)CSc2nc3cc4ccccc4cc3[nH]2)c1,3.95
CCOC(=O)c1cccc(NC(=O)N2CC(CC)Sc3ccccc32)c1,4.3
CCOC(=O)c1cccc(NC(=O)N2CC=C(c3c[nH]c4ccccc34)CC2)c1,3.95
CCOC(=O)c1cccc(NC(=O)N2CCC(CN3CCCCCC3)CC2)c1,4.6
CCOC(=O)c1cccc(NC(=O)N2Cc3ccccc3Oc3ncccc32)c1,5.6
CCOC(=O)c1cccc(NC(=O)NC2COc3ccccc3C2)c1,6.25
CCOC(=O)c1cccc(NC(=O)NCc2ccc3c(c2)CCN3C(=O)CC)c1,4.3
CCOC(=O)c1cccc(NC(=O)NCc2ccc3c(c2)CCN3C(=O)c2ccccc2)c1,4.0
CCOC(=O)c1cccc(NC(=O)c2cc(S(=O)(=O)N3CCCC(C)C3)cn2C)c1,4.0
CCOC(=O)c1cccc(NC(=O)c2ccc3snnc3c2)c1,5.55
CCOC(=O)c1cccc(NC(=O)c2cn(-c3cccc(OC)c3)c(=O)c3ccccc23)c1,6.05
CCOC(=O)c1cccc(NC(=O)c2cnn(-c3ccccc3)c2-n2cccc2)c1,6.2
CCOC(=O)c1cccc(NC(=O)c2oc3c(c2C)-c2[nH]ncc2CC3)c1,6.2
CCOC(=O)c1cccc(NS(=O)(=O)c2cc3c(cc2C)NC(=O)CO3)c1,3.95
CCOC(=O)c1cccc(NS(=O)(=O)c2cn(C)c(C)n2)c1,4.0
CCOC(=O)c1ccccc1NC(=O)CCc1c(C)nc2ncnn2c1C,5.7
CCOC(=O)c1ccccc1NC(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(OCC)cc1,4.3
CCOC(=O)c1ccccc1NC(=O)CSc1nc2cc[nH]cc-2n1,5.8
CCOC(=O)c1ccccc1NC(=O)CSc1nc2cccnc2[nH]1,6.5
CCOC(=O)c1ccccc1NC(=O)CSc1ncc(CO)n1Cc1ccc(C)cc1,4.1
CCOC(=O)c1ccccc1NC(=O)Cn1ncc2c1-c1ccccc1OC2,4.0
CCOC(=O)c1ccccc1NC(=O)N1CCC(CN2CCCCC2)CC1,4.0
CCOC(=O)c1ccccc1NC(=O)NCc1cccn1Cc1ccc(F)cc1,5.85
CCOC(=O)c1ccccc1NC(=O)c1c2c(nc3ccccc13)C(=O)N(C1CCCCC1)C2,5.3
CCOC(=O)c1ccccc1NC(=O)c1cc2ccc3cccnc3c2[nH]1,5.25
CCOC(=O)c1ccccc1NC(=O)c1ccc2c(Cl)c3c(nc2c1)CCC3,5.5
CCOC(=O)c1ccccc1NC(=O)c1sc2ccccc2c1Cl,6.2
CCOC(=O)c1ccccc1NC1(c2ccc(OC)cc2)C(=O)c2ccccc2C1=O,5.25
CCOC(=O)c1cnc(N2CCN(c3ccc(C)cc3C)CC2)c2ccccc12,4.2
CCOC(=O)c1cnc2c(C)cc(C)cc2c1Nc1ccc(N2CCOCC2)cc1,6.25
CCOC(=O)c1nn(-c2ccccc2)c(=O)cc1OCC(=O)Nc1cc(C)ccc1OC,5.45
CCOC(=O)c1noc2ncnc(N3CCC(C)CC3)c12,5.3
CCOC(=O)c1noc2ncnc(N3CCN(c4cccc(Cl)c4)CC3)c12,6.25
CCOC(=O)c1noc2ncnc(NCc3ccccc3OC)c12,4.2
CCOC(=O)c1noc2ncnc(Nc3cccc(C(F)(F)F)c3)c12,5.8
CCOC(=O)c1oc2ccc(S(=O)(=O)n3nc(-c4cc(OC)cc(OC)c4)cc3N)cc2c1C,5.25
CCOC(=O)c1oc2ccc(S(=O)(=O)n3nc(-c4ccc(C)cc4)cc3N)cc2c1C,5.35
CCOC(=O)c1oc2ccc(S(=O)(=O)n3nc(-c4ccccc4OC)cc3N)cc2c1C,5.25
CCOC(=O)c1sc(NC(=O)C2c3ccccc3Oc3ccccc32)c(C#N)c1C,4.05
CCOC(=O)c1sc(NC(=O)c2cc(CC)on2)c(C(=O)OCC)c1C,5.45
CCOC(=O)c1sc(NC(=O)c2nc3nc(C)cc(C(F)F)n3n2)c(C(=O)OC(C)C)c1C,5.55
CCOC(=O)c1sc(NC(=O)c2nc3nc(C)cc(C(F)F)n3n2)c(C(=O)OC)c1C,4.05
CCOC(=O)c1sc(NC(=O)c2nc3ncccn3n2)c(C(=O)OC)c1C,4.0
CCOC(=O)c1sc2cccc(F)c2c1S(=O)(=O)NCc1ccccc1Cl,4.25
CCOC(=O)c1sc2ccccc2c1S(=O)(=O)N1CCN(c2cccc(C)c2)C(C)C1,4.35
CCOC(=O)c1sc2ccccc2c1S(=O)(=O)Nc1ccc(N(C)C)cc1,5.25
CCOC(=O)c1scc(-c2ccc(C)cc2)c1S(=O)(=O)Nc1ccc(F)c(F)c1,4.0
CCOC(=O)c1scc(-c2ccccc2)c1S(=O)(=O)Nc1ccccc1OC,4.0
CCOCC(=O)Nc1ccc(-c2cn3c(C)csc3n2)cc1,4.35
CCOCCCN1C(=O)c2ccccc2CC1(C)C(=O)NC1CCCCC1,4.45
CCOCCCNC(=O)C1CCCN(Cc2nc(-c3ccc(CC)cc3)oc2C)C1,4.45
CCOCCCNC(=O)C1CCCN(c2ncnc3onc(C)c23)C1,4.2
CCOCCCNC(=O)C1CCN(C(=O)c2cc3sccc3n2C)CC1,5.6
CCOCCCNC(=O)C1CCN(c2nc3ccc(Cl)cc3[nH]2)CC1,4.55
CCOCCCNC(=O)c1[nH]c2cc(OC)ccc2c1Sc1ccccc1,5.5
CCOCCCNC(=O)c1cc(=O)[nH]c2ccc(S(=O)(=O)N3CCCC3)cc12,5.8
CCOCCCNC(=O)c1cc2c(=O)n3ccccc3nc2s1,5.45
CCOCCCNc1nc2cc(OC)c(OC)cc2c2nc(-c3ccccc3)nn12,6.25
CCOCCCNc1ncnc2onc(C)c12,5.65
CCOCCc1nn2c(=O)cc(COC(=O)c3cccc(C)c3)nc2s1,5.35
CCOCCn1/c(=N/C(=O)c2ccc3c(c2)OCCO3)sc2cc(OCC)ccc21,6.25
CCOCN(C(=O)Cn1c(C)nc2ccccc21)c1c(C)cccc1CC,4.75
CCOCc1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)c(O)c2ncccc12,5.4
CCOCc1cc(CN2CCN(c3cccc(Cl)c3)CC2)c(O)c2ncccc12,5.5
CCOCc1cc(CN2CCN(c3ccccc3OC)CC2)c(O)c2ncccc12,6.2
CCOc1c(Cl)cc(CNc2ccc3[nH]c(=O)[nH]c3c2)cc1OC,5.85
CCOc1cc(/C=N/NC(=O)c2ccc(N(C)S(=O)(=O)c3ccccc3)cc2)ccc1OC,4.95
CCOc1cc(C(=O)NCc2nc(-c3cccc(C)c3)no2)cc(OCC)c1OCC,4.0
CCOc1cc(C(=O)Nc2cccc3cccnc23)cc(OCC)c1OCC,4.05
CCOc1cc(C(=O)OCc2cc(=O)n3nc(CC)sc3n2)cc(OCC)c1OCC,5.45
CCOc1cc(C2C(C(=O)Nc3ccc(OC)cc3)=C(C)Nc3nc(SC)nn32)ccc1O,5.35
CCOc1cc(C2CC(=O)Nc3c2c(C)nn3-c2nc(C)cc(C)n2)ccc1O,5.35
CCOc1cc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)ccc1O,5.45
CCOc1cc(CNC(=O)C2COc3ccccc3C2)cc(OCC)c1OCC,4.45
CCOc1cc(CNC(=O)NC2COc3ccc(OC)cc3C2)cc(OCC)c1OCC,4.35
CCOc1cc(CNC(=O)NC2COc3ccccc3C2)cc(OCC)c1OCC,4.05
CCOc1cc(CNC(=O)c2ccc3c(c2)N(C)C(=O)C2CCCCN32)ccc1OC,5.1
CCOc1cc(CNC(=O)c2ccc3c(c2)NC(=O)C2CCCCN32)cc(OCC)c1OCC,4.35
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2,4.4
CCOc1cc(S(=O)(=O)n2ccnc2C(C)C)ccc1Cl,5.0
CCOc1ccc(-c2[nH]c3c(C#N)cnn3c2NC2CCCC2)cc1,4.15
CCOc1ccc(-c2c(C)nn3c(C)c(C(=O)NCCc4ccccc4)cnc23)cc1OCC,5.8
CCOc1ccc(-c2c(C)nn3c(C)c(C(=O)NCc4ccc(C)o4)cnc23)cc1OCC,3.85
CCOc1ccc(-c2c(C)nn3c(C)c(C(=O)Nc4ccccc4C(=O)OC)cnc23)cc1OCC,4.7
CCOc1ccc(-c2cc(-c3nc(-c4ccc(C)cc4)no3)[nH]n2)cc1,6.2
CCOc1ccc(-c2cc(C(=O)Nc3ccc(NC(C)=O)cc3)no2)cc1,5.55
CCOc1ccc(-c2cc(NC(=O)c3ccccc3)c(C(=O)OC)s2)cc1,5.45
CCOc1ccc(-c2ccc(NS(=O)(=O)c3cc(C)c(C)cc3C)cc2)nn1,4.1
CCOc1ccc(-c2ccc(NS(=O)(=O)c3cc(C)ccc3OC)cc2)nn1,4.0
CCOc1ccc(-c2ccc(NS(=O)(=O)c3ccc(C)cc3)cc2)nn1,3.95
CCOc1ccc(-c2cccc(NS(=O)(=O)c3ccc(Cl)s3)c2)nn1,4.05
CCOc1ccc(-c2cccc(NS(=O)(=O)c3ccccc3C(F)(F)F)c2)nn1,4.0
CCOc1ccc(-c2nc(C(N)=O)c3c(n2)n(-c2ccc4c(c2)OCO4)c(=O)n3CC)cc1,4.35
CCOc1ccc(-c2nnc(SCC(=O)NCc3ccccc3)o2)cc1,4.05
CCOc1ccc(-c2nnc(SCC(=O)NCc3ccccc3Cl)o2)cc1,4.45
CCOc1ccc(-c2nnc(SCC(=O)Nc3cc(C)ccc3OC)o2)cc1,4.0
CCOc1ccc(-c2nnc(SCC(=O)Nc3ccccc3C(F)(F)F)o2)cc1,7.4
CCOc1ccc(-c2nnc(SCC(=O)Oc3ccccc3)o2)cc1,4.75
CCOc1ccc(-c2nonc2NC(=O)c2ccccc2C)cc1,4.35
CCOc1ccc(-c2nonc2NC(=O)c2oc3cc(C)ccc3c2C)cc1,4.6
CCOc1ccc(-n2c(SCC(N)=O)nc3c(oc4ccccc43)c2=O)cc1,6.75
CCOc1ccc(-n2ccn3c(CC(C)CC(=O)O)nnc3c2=O)cc1,5.35
CCOc1ccc(-n2nc(CO)c(C(=O)NCc3ccc(Cl)cc3)n2)cc1,4.05
CCOc1ccc(-n2nc(CO)c(C(=O)NCc3ccccn3)n2)cc1,5.15
CCOc1ccc(-n2nc(CO)c(C(=O)NCc3cccnc3)n2)cc1,5.1
CCOc1ccc(-n2nc3ccc(NC(=O)Cc4ccccc4)cc3n2)cc1,5.95
CCOc1ccc(/C=C/c2nc(C#N)c(N(C)C)o2)cc1,3.95
CCOc1ccc(/C=C/c2nc(C#N)c(N3CCC(C)CC3)o2)cc1,5.0
CCOc1ccc(/C=C/c2nc(C#N)c(NCCCN(C)C)o2)cc1,5.1
CCOc1ccc(/C=C/c2nc(C#N)c(NCc3ccc(OC)cc3)o2)cc1,4.2
CCOc1ccc(/C=C/c2nc(C#N)c(Nc3ccc(OC)cc3)o2)cc1,4.75
CCOc1ccc(/C=N/N2C(C)CCCC2C)cc1,4.45
CCOc1ccc(C(=O)CSc2nnc3cc(C)c4ccccc4n23)cc1,3.95
CCOc1ccc(C(=O)N(Cc2nc(-c3cccc(C)c3)no2)C(C)C)cc1,5.65
CCOc1ccc(C(=O)NCC2(N3CCOCC3)CCCCC2)cc1,5.5
CCOc1ccc(C(=O)NCCc2sc(-c3ccc(F)cc3)nc2C)cc1,3.95
CCOc1ccc(C(=O)Nc2ccc(-c3nnc4n3CCCCC4)cc2)cc1OCC,6.5
CCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)Nc3nc(C)cc(C)n3)cc2)cc1OC,5.35
CCOc1ccc(C(=O)Nc2ccccc2C(=O)OCc2cc(=O)n3nc(C4CC4)sc3n2)cc1,3.95
CCOc1ccc(C(=O)Nc2nnc(SCc3cc(=O)c4cc(C)ccc4[nH]3)s2)cc1,6.2
CCOc1ccc(C(=O)Nc2nnc(SCc3cc(=O)n4ccccc4n3)s2)cc1,6.2
CCOc1ccc(C(=O)OCc2cc(=O)n3nc(C(C)C)sc3n2)cc1,5.25
CCOc1ccc(C2C(C(=O)Nc3ccccc3C)=C(C)Nc3nnnn32)cc1,4.05
CCOc1ccc(C2CC(=O)NC(NC(=O)c3cccc(Cl)c3)=N2)cc1,5.5
CCOc1ccc(C2Nc3c(C)cccc3-c3cc(C)nn32)cc1,4.25
CCOc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)cc1OC,5.2
CCOc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2ccncc2)cc1,4.85
CCOc1ccc(CC(=O)NCCS(=O)(=O)N2CCN(c3ccc(OC)cc3)CC2)cc1,4.35
CCOc1ccc(CC(=O)NCCc2sc(-c3cccc(F)c3)nc2C)cc1,5.05
CCOc1ccc(CCNC(=O)C2CCN(C(=O)c3cc4sccc4n3CC)CC2)cc1OCC,4.05
CCOc1ccc(CCNC(=O)C2COc3ccccc3C2)cc1OCC,4.95
CCOc1ccc(CCNC(=O)C2Cc3ccccc3N2C(=O)CC)cc1,3.95
CCOc1ccc(CCNC(=O)Cn2c(C)c3cnn(-c4ccccc4)c(=O)c3c2C)cc1,5.55
CCOc1ccc(CCNC(=O)Cn2ccc3cc(S(=O)(=O)N4CCCCC4)ccc32)cc1,4.1
CCOc1ccc(CCNC(=O)Cn2ccc3cc(S(=O)(=O)N4CCCCCC4)ccc32)cc1,4.0
CCOc1ccc(CCNC(=O)c2c(C)oc3ncnc(N4CCOCC4)c23)cc1,5.05
CCOc1ccc(CCNC(=O)c2cc3c(s2)-c2c(C)cccc2OC3)cc1,4.0
CCOc1ccc(CCNC(=O)c2ccc3c(c2)nc2n3CCOC2)cc1OCC,6.2
CCOc1ccc(CCNC(=O)c2cn(-c3cccc(OC)c3)c(=O)c3ccccc23)cc1,3.95
CCOc1ccc(CCNS(=O)(=O)c2c(C)nc3scc(C)n3c2=O)cc1OCC,5.4
CCOc1ccc(CCNc2ncnc3onc(C)c23)cc1OCC,5.05
CCOc1ccc(CN(C(=O)c2nc(SC)ncc2Cl)C2CCS(=O)(=O)C2)cc1,4.0
CCOc1ccc(CNC(=O)C2CCCN(S(=O)(=O)N(C)c3ccc(F)cc3)C2)cc1OC,6.2
CCOc1ccc(CNC(=O)C2CCCN(S(=O)(=O)c3ccc4c(c3)CCCC(=O)N4)C2)cc1,5.3
CCOc1ccc(CNC(=O)C2CCCN(c3nc4c(C)cc(C)cc4s3)C2)cc1,5.75
CCOc1ccc(CNC(=O)C2CCN(C(=O)N3CC(CC)Oc4ccc(C)cc43)CC2)cc1OC,5.75
CCOc1ccc(CNC(=O)C2CCN(C(=O)c3sccc3-n3cccc3)CC2)cc1,6.5
CCOc1ccc(CNC(=O)C2Cc3ccccc3N2C(=O)CC)cc1,4.05
CCOc1ccc(CNC(=O)CCC(=O)N2Cc3ccccc3Oc3ncccc32)cc1,5.1
CCOc1ccc(CNC(=O)CCS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1,5.15
CCOc1ccc(CNC(=O)CCc2c(C)nn(-c3ccc(N4CCCCC4)nn3)c2C)cc1,4.05
CCOc1ccc(CNC(=O)CN2C(=O)C3CCCCN3c3ccc(C(=O)N4CCCC4)cc32)cc1,4.4
CCOc1ccc(CNC(=O)CN2C(=O)CSc3c2c(C)nn3-c2ccccc2)cc1,4.0
CCOc1ccc(CNC(=O)CSc2nnc(C)c3c(C)n(-c4ccc(Cl)cc4)nc23)cc1,3.95
CCOc1ccc(CNC(=O)CSc2nnc(C)c3c(C)n(-c4ccccc4)nc23)cc1,3.95
CCOc1ccc(CNC(=O)Cn2ccc3cc(S(=O)(=O)N4CCCCC4)ccc32)cc1,5.9
CCOc1ccc(CNC(=O)c2c(C)nn(-c3ccc(F)cc3)c2-n2cccc2)cc1,4.0
CCOc1ccc(CNC(=O)c2ccccc2NC(=O)c2nsc3ccccc23)cc1,4.05
CCOc1ccc(CNC(=O)c2cnc3sc(N(CC)CC)nn3c2=O)cc1,5.6
CCOc1ccc(CNC(=O)c2cnc3sc(N4CCCCCC4)nn3c2=O)cc1OC,3.95
CCOc1ccc(CNCCNC(=O)c2nonc2N)cc1,4.45
CCOc1ccc(CNCc2c(C(=O)O)c(C)n(Cc3ccc(C)cc3)c2C)cc1,5.85
CCOc1ccc(CNc2cc(C)nc3nc(-c4cccc(C)c4)nn23)cc1OC,4.2
CCOc1ccc(Cl)cc1C1CC(=O)Nc2cc(OC)c(OC)c(OC)c21,5.45
CCOc1ccc(Cn2c(=O)oc3ccccc32)cc1,5.6
CCOc1ccc(Cn2c(=O)sc3ccccc32)cc1,4.05
CCOc1ccc(N(C)C(CNS(=O)(=O)c2ccccc2)c2ccccc2)cc1,4.05
CCOc1ccc(N(CC)C(=O)C2CCN(S(=O)(=O)c3cccc4nonc34)CC2)cc1,3.95
CCOc1ccc(N(CC)S(=O)(=O)N2CCCC(C(=O)Nc3cc(Cl)ccc3OC)C2)cc1,5.95
CCOc1ccc(N2C(=O)CS(=O)(=O)C23C(=O)N(Cc2cccc(Cl)c2)c2ccccc23)cc1,5.0
CCOc1ccc(N2CC(C(=O)NCc3nnnn3-c3ccc(C)c(C)c3)CC2=O)cc1,6.2
CCOc1ccc(NC(=O)C(C)Sc2nnc3cc(C)c4ccccc4n23)cc1,5.0
CCOc1ccc(NC(=O)C2CC(=O)N=C(N)S2)cc1,5.3
CCOc1ccc(NC(=O)C2CC(=O)N=C(Nc3ccc(Cl)c(Cl)c3)S2)cc1,6.5
CCOc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3c(C)n[nH]c3C)C2)cc1,4.8
CCOc1ccc(NC(=O)C2CCCN(c3cnccn3)C2)cc1,4.4
CCOc1ccc(NC(=O)C2CCCN(c3nn4cc(-c5ccc(OC)cc5)nc4s3)C2)cc1,4.1
CCOc1ccc(NC(=O)C2CCCN(c3nnc(-n4c(C)ccc4C)s3)C2)cc1,3.9
CCOc1ccc(NC(=O)C2CCN(c3nnc(C)c4c(C)n(-c5ccccc5)nc34)CC2)cc1,4.0
CCOc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)CCCC(=O)N3)cc1,4.1
CCOc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,4.3
CCOc1ccc(NC(=O)CN(C)S(=O)(=O)c2c[nH]cn2)cc1,5.4
CCOc1ccc(NC(=O)CN(c2ccccc2OCC)S(=O)(=O)c2ccccc2)cc1,6.25
CCOc1ccc(NC(=O)CN2C(=O)C(c3ccc(Cl)cc3)=NC2(C)C)cc1,4.0
CCOc1ccc(NC(=O)CN2C(=O)C3(SCC(=O)N3c3ccc(F)cc3)c3ccccc32)cc1,5.5
CCOc1ccc(NC(=O)CN2C(=O)CC(C)Sc3ccccc32)cc1,5.35
CCOc1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccccc3OCC)CC2)cc1,4.55
CCOc1ccc(NC(=O)CN2CCSc3ccc(S(=O)(=O)N4CCCC4)cc32)cc1,4.45
CCOc1ccc(NC(=O)COc2ccc(S(=O)(=O)NC3CCCCC3)cc2)cc1,4.0
CCOc1ccc(NC(=O)CSc2ncc(S(=O)(=O)c3ccc(F)c(C)c3)c(=O)[nH]2)cc1,5.15
CCOc1ccc(NC(=O)CSc2nnc(-c3ccc(OCC)cc3)o2)cc1,4.2
CCOc1ccc(NC(=O)Cn2cc(C(=O)C3CC3)c3ccccc32)cc1,4.15
CCOc1ccc(NC(=O)Cn2cc(C(=O)c3ccco3)c3ccccc32)cc1,6.25
CCOc1ccc(NC(=O)Cn2cc(C(=O)c3cccs3)c3ccccc32)cc1,4.35
CCOc1ccc(NC(=O)Cn2ncc3c2-c2cc(C)ccc2OC3)cc1,5.25
CCOc1ccc(NC(=O)N2CC=C(c3c[nH]c4ccccc34)CC2)cc1,6.5
CCOc1ccc(NC(=O)N2CCC(C(N)=O)(N3CCCCC3)CC2)cc1,5.35
CCOc1ccc(NC(=O)N2CCC(N3CCCCC3)CC2)cc1,6.0
CCOc1ccc(NC(=O)N2CCN(C(=O)c3nsc4ccccc34)CC2)cc1,4.35
CCOc1ccc(NC(=O)N2CCN3CCCCC3C2)cc1,4.0
CCOc1ccc(NC(=O)N2CCOc3ccccc32)cc1,4.3
CCOc1ccc(NC(=O)NCCN2CCN(c3cc(Cl)ccc3C)CC2)cc1,4.8
CCOc1ccc(NC(=O)NCCN2CCN(c3cccc(C)c3C)CC2)cc1,6.4
CCOc1ccc(NC(=O)NCCN2CCN(c3ccccc3F)CC2)cc1,4.2
CCOc1ccc(NC(=O)Nc2nnc(N3CCCCC3C)s2)cc1,5.8
CCOc1ccc(NC(=O)[C@H]2O[C@@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]23)cc1,6.2
CCOc1ccc(NC(=O)c2c(C)oc3nc(C)nc(N4CCOCC4)c23)cc1,5.25
